index,index,group,energ_kcal,lipid_tot,carbohydrt,protein,name
256,397,5.0,22.0,6.9,0.24,0.35,"JUGO DE LIMON, NATURAL"
257,398,5.0,38.23,9.57,0.0,0.01,"JUGO DE MANZANA, INDUSTRIALIZADO"
258,399,5.0,52.54,14.71,0.53,0.29,"Jugo de naranja con azúcar, natural"
259,400,5.0,47.17,11.45,0.03,0.29,"JUGO DE NARANJA, INDUSTRIALIZADO"
260,401,5.0,38.0,11.0,0.55,0.3,"JUGO DE NARANJA, NATURAL"
261,402,5.0,17.94,4.03,0.2,0.53,"JUGO DE NONI, NATURAL"
262,403,5.0,43.97,11.09,0.0,0.0,"JUGO DE PIÑA, INDUSTRIALIZADO"
263,404,5.0,53.0,12.87,0.12,0.36,"JUGO DE PIÑA, NATURAL"
264,405,5.0,21.2,4.68,0.09,0.44,"JUGO DE TOMATE CON ALMEJA (CLAMATO), INDUSTRIALIZADO"
265,406,5.0,20.55,4.73,0.0,0.4,"JUGO DE TOMATE, INDUSTRIALIZADO"
266,407,5.0,53.5,12.98,0.1,0.48,"Jugo de toronja con azúcar, natural"
267,408,5.0,52.15,12.4,0.08,0.45,"JUGO DE TORONJA, INDUSTRIALIZADO"
268,409,5.0,39.0,9.2,0.1,0.5,"JUGO DE TORONJA, NATURAL"
269,410,5.0,54.42,13.39,0.0,0.07,"JUGO DE UVA, INDUSTRIALIZADO"
270,411,5.0,14.68,3.25,0.0,0.42,"JUGO DE VERDURAS, INDUSTRIALIZADO"
271,412,5.0,44.88,11.55,0.11,0.67,"Jugo de zanahoria con azúcar, natural"
272,413,5.0,30.0,7.7,0.11,0.7,"JUGO DE ZANAHORIA, NATURAL"
273,414,5.0,42.5,9.84,0.17,0.82,JUGOS NATURALES SIN AZUCAR ADICIONADA NARANJA/ZANAHORIA (PROMEDIO)
274,415,5.0,43.86,10.97,0.02,0.08,JUGOS O AGUAS DE FRUTAS CON AZUCAR ADICIONADA (PROMEDIO)
275,416,5.0,68.42,12.51,1.32,1.62,"LICUADO (TODOS SABORES), INDUSTRIALIZADO"
276,417,5.0,110.93,15.19,3.74,3.69,"LICUADO DE CEREALES (AVENA, GRANOLA), PREPARACION ESTANDARIZADA"
277,418,5.0,70.77,9.73,2.54,2.56,"LICUADO DE FRESA, PREPARACION ESTANDARIZADA"
278,419,5.0,78.08,13.35,2.11,2.33,"LICUADO DE FRUTAS, PREPARACION ESTANDARIZADA"
279,420,5.0,71.96,10.49,2.36,2.32,"LICUADO DE MAMEY, PREPARACION ESTANDARIZADA"
280,421,5.0,69.64,12.45,1.74,1.92,"LICUADO DE MANGO, PREPARACION ESTANDARIZADA"
281,422,5.0,71.43,11.76,1.91,1.91,"LICUADO DE MANZANA, PREPARACION ESTANDARIZADA"
282,423,5.0,74.78,9.85,2.77,2.76,"LICUADO DE MELON, PREPARACION ESTANDARIZADA"
283,424,5.0,123.36,10.69,7.97,3.26,"LICUADO DE NUEZ Y COCO, PREPARACION ESTANDARIZADA"
284,425,5.0,69.16,9.95,2.27,2.35,"LICUADO DE PAPAYA, PREPARACION ESTANDARIZADA"
285,426,5.0,78.08,13.35,2.11,2.33,"LICUADO DE PLATANO, PREPARACION ESTANDARIZADA"
286,427,5.0,96.0,21.58,0.39,3.68,"LICUADO LIGHT (TODOS SABORES), INDUSTRIALIZADO"
287,428,5.0,80.25,10.59,3.24,2.87,LICUADO PROMEDIO
288,429,5.0,66.76,10.24,1.6,2.85,"MALTEADA DE VAINILLA, INDUSTRIALIZADA"
289,430,5.0,133.9,12.55,6.25,3.01,"MALTEADA, PREPARACION ESTANDARIZADA"
290,431,5.0,35.15,9.32,0.03,0.12,"NARANJADA/LIMONADA, PREPARACION ESTANDARIZADA"
291,432,5.0,56.0,14.27,0.16,0.13,"NECTAR DE FRUTAS, INDUSTRIALIZADO"
292,433,5.0,386.0,98.94,0.0,0.0,POLVO PARA BEBIDA CON AZUCAR (TIPO TANG)
293,434,5.0,82.99,19.88,0.0,0.0,POLVO PARA BEBIDA CON EDULCORANTE (TIPO CLIGHT)
294,435,5.0,248.24,60.22,0.0,3.2,POLVO PARA BEBIDA SIN ENDULZANTE (TIPO CLIGHT)
295,436,5.0,406.58,85.08,7.25,1.1,POLVO PARA CAF� CAPUCHINO Y MOKA (CON AZ�CAR)
296,437,5.0,222.61,68.4,0.15,0.41,"POLVO PARA PREPARAR BEBIDA, PROMEDIO (CON AZUCAR, SIN AZUCAR Y CON EDULCORANTE)"
297,438,5.0,368.0,91.52,0.0,0.32,"POLVO PARA TE, (TIPO NESTEA, SIN AZUCAR)"
298,439,5.0,47.0,11.94,0.0,0.0,"PONCHE DE FRUTAS, INDUSTRIALIZADO"
299,440,5.0,46.49,11.63,0.09,0.22,"PONCHE DE FRUTAS, PREPARACION ESTANDARIZADA"
300,441,5.0,96.1,14.31,3.79,1.49,"POZOL (BEBIDA), PREPARACION ESTANDARIZADA"
301,442,5.0,44.1,11.19,0.0,0.0,"REFRESCO DE COLA (COCA-COLA, PEPSI, BIGCOLA)"
302,443,5.0,44.4,11.1,0.0,0.0,"REFRESCO DE MANZANA, INDUSTRIALIZADO"
303,444,5.0,43.49,10.85,0.0,0.06,"REFRESCO DE SABOR (NARANJA, TORONJA, ETC.)"
304,445,5.0,37.92,9.48,0.0,0.0,REFRESCO DE SABOR LIMON Y LIMA
305,446,5.0,0.95,0.25,0.0,0.0,"REFRESCO LIGHT (TODOS LOS SABORES, EXCEPTO COLA)"
306,447,5.0,48.0,12.3,0.0,0.0,REFRESCO NARANJA
307,448,5.0,41.0,10.42,0.0,0.09,REFRESCO SABOR LIMA-LIMON
308,449,5.0,43.0,11.2,0.0,0.0,REFRESCO SABOR UVA
309,450,5.0,7.58,1.9,0.0,0.0,"REFRESCO, DE COLA LIGHT O DE DIETA"
310,451,5.0,37.85,9.44,0.0,0.0,"REFRESCO, GINGER ALE"
311,452,5.0,5.29,1.32,0.0,0.0,"SUERO, PREPARACION ESTANDARIZADA"
312,453,5.0,0.01,0.0,0.0,0.0,"TE (INFUSION SIN AZUCAR), PREPARACION ESTANDARIZADA"
313,454,5.0,1.0,0.2,0.0,0.0,TE (PROMEDIO)
314,455,5.0,45.95,11.34,0.0,0.0,"TE ARIZONA (TODOS SABORES) FLUIDO, INDUSTRIALIZADO"
315,456,5.0,1.0,0.2,0.0,0.0,"TE DE MANZANILLA, INFUSION"
316,457,5.0,31.51,7.91,0.0,0.0,"TE HELADO INDUSTRIALIZADO (TIPO NESTEA, LIPTON)"
317,458,5.0,1.0,0.3,0.0,0.0,"TE NEGRO DESCAFEINADO, INFUSION"
318,459,5.0,1.0,0.3,0.0,0.0,"TE NEGRO, INFUSION"
319,460,5.0,176.0,44.0,0.0,0.0,TE O CAFE PARA ADELGAZAR
320,461,5.0,16.48,4.2,0.0,0.0,"TE O INFUSION CON AZUCAR U OTRO ENDULZANTE (MIEL, PILONCILLO, ETC, PROMEDIO)"
321,462,5.0,1.0,0.2,0.0,0.0,"TE OTROS SABORES EXCEPTO MANZANILLA, INFUSION"
322,463,5.0,211.0,0.0,0.0,0.0,AGUARDIENTE
323,464,5.0,295.0,0.0,0.0,0.0,AGUARDIENTE (50% ALCOHOL)
324,465,5.0,143.31,21.59,2.76,2.68,"BEBIDA ALCOHOLICA CON LECHE, (PINA COLADA, ALFONSO XIII), PREPARACION ESTANDARIZADA"
325,466,5.0,69.49,10.28,0.04,0.16,"BEBIDA ALCOHOLICA SIN LECHE (MOJITO, PALOMA, ETC), PREPARACION ESTANDARIZADA"
326,467,5.0,43.0,3.55,0.0,0.46,CERVEZA (ALCOHOL 4.5%)
327,468,5.0,29.0,1.64,0.0,0.24,CERVEZA LIGHT (ALCOHOL 4.0%)
328,469,5.0,40.78,4.75,0.03,0.53,"CERVEZA MICHELADA, PREPARACION ESTANDARIZADA"
329,470,5.0,186.0,6.94,0.06,0.06,"DAIQUIRI , BEBIDA ALCOHOLICA"
330,471,5.0,315.0,0.0,0.0,0.0,GINEBRA (45% ALCOHOL)
331,472,5.0,336.0,46.8,0.3,0.1,LICOR DE CAFE (26.5% ALCOHOL)
332,473,5.0,174.0,22.66,1.88,0.42,"PIÑA COLADA, BEBIDA ALCOHOLICA"
333,474,5.0,47.0,6.1,0.0,0.4,PULQUE
334,475,5.0,140.89,12.51,3.42,2.82,"ROMPOPE CASERO, PREPARACION ESTANDARIZADA"
335,476,5.0,88.0,8.05,4.19,4.55,"ROMPOPE, INDUSTRIALIZADO"
336,477,5.0,231.0,0.0,0.0,0.0,RON (40% ALCOHOL)
337,478,5.0,46.0,11.3,0.13,0.1,SIDRA (ROSADA O BLANCA)
338,479,5.0,102.42,24.32,0.37,0.7,"TEJUINO (BEBIDA DE MAIZ FERMENTADA), PREPARACION ESTANDARIZADA"
339,480,5.0,86.54,21.65,0.0,0.0,"TEPACHE (FERMENTADO DE PINA), PREPARACION ESTANDARIZADA"
340,481,5.0,231.0,0.0,0.0,0.0,TEQUILA
341,482,5.0,82.5,3.2,0.0,0.22,VINO BLANCO O ROSADO
342,483,5.0,85.0,2.61,0.0,0.07,VINO TINTO
343,484,5.0,231.0,0.0,0.0,0.0,VODKA (40% ALCOHOL)
344,485,5.0,250.0,0.1,0.0,0.0,WHISKY (43% ALCOHOL)
345,486,6.0,115.0,0.0,1.96,22.86,AVESTRUZ (PROMEDIO)
346,487,6.0,111.0,0.0,5.6,14.2,"CARNERO, CABEZA COCIDA"
347,488,6.0,287.0,0.0,25.0,15.6,"CARNERO, CARNE GRASOSA"
348,489,6.0,141.0,2.9,5.0,21.0,"CARNERO, HIGADO"
349,490,6.0,160.0,0.0,8.61,20.65,"CARNERO, MAGRA CON HUESO"
350,491,6.0,154.0,0.0,8.3,19.72,"CARNERO, MAGRA SIN HUESO"
351,492,6.0,103.0,0.0,2.1,21.0,"CARNERO, PATAS COCIDAS"
352,493,6.0,243.0,0.0,18.89,17.06,"CARNERO, SEMIGRASOSA"
353,494,6.0,211.0,0.0,10.5,27.69,"CERDO, CARNE COCIDA"
354,495,6.0,214.0,0.0,17.8,13.9,"CERDO, CARNE EN CANAL"
355,496,6.0,130.0,1.0,5.2,19.8,"CERDO, CARNE MAGRA (SIN GRASA NI HUESO)"
356,497,6.0,263.0,0.0,21.19,16.88,"CERDO, CARNE MOLIDA"
357,498,6.0,180.0,0.0,12.6,16.7,"CERDO, CARNE PROMEDIO"
358,499,6.0,346.0,0.8,21.0,38.4,"CERDO, CECINA"
359,500,6.0,170.0,0.0,9.03,20.71,"CERDO, CHULETA AHUMADA"
360,501,6.0,286.0,0.0,23.6,18.5,"CERDO, COSTILLA SEMIGRASOSA"
361,502,6.0,217.0,0.0,14.01,25.03,"CERDO, CUERITOS"
362,503,6.0,174.0,1.29,11.51,16.2,"CERDO, ESPALDILLA"
363,504,6.0,129.0,2.5,3.7,21.4,"CERDO, HIGADO"
364,505,6.0,258.0,0.0,18.8,22.1,"CERDO, PATAS FRESCAS"
365,506,6.0,81.0,0.0,2.7,14.1,"CERDO, PULMON"
366,507,6.0,100.0,0.0,3.25,16.46,"CERDO, RIÑONES"
367,508,6.0,204.0,1.0,13.9,18.8,"CERDO, SEMIGRASOSA"
368,509,6.0,582.0,0.0,39.27,57.1,CHICHARRON DE CERDO (CON GRASA)
369,510,6.0,106.0,0.0,0.9,24.4,IGUANA (PROMEDIO)
370,511,6.0,129.0,0.0,5.3,20.4,"RES, AGUAYON"
371,512,6.0,153.0,0.0,7.9,20.4,"RES, AGUJAS"
372,513,6.0,235.0,0.0,13.44,27.06,"RES, CARNE COCIDA"
373,514,6.0,293.0,0.0,25.4,16.0,"RES, CARNE GRASOSA CON HUESO"
374,515,6.0,293.0,0.0,25.4,16.0,"RES, CARNE GRASOSA SIN HUESO"
375,516,6.0,140.0,0.0,6.3,20.9,"RES, CARNE MAGRA (SIN GRASA NI HUESO)"
376,517,6.0,173.0,0.0,10.0,20.7,"RES, CARNE MOLIDA ESPECIAL"
377,518,6.0,262.0,0.0,21.2,17.9,"RES, CARNE MOLIDA REGULAR"
378,519,6.0,388.0,0.0,36.23,14.4,"RES, CARNE MUY GRASOSA (CARNE CON MUCHO TEJIDO GRASOSO)"
379,520,6.0,390.0,0.5,14.5,64.8,"RES, CARNE SECA"
380,521,6.0,251.0,0.0,19.8,18.3,"RES, CARNE SEMIGRASOSA (TIPO BISTEC)"
381,522,6.0,273.0,0.0,14.9,34.7,"RES, CECINA OREADA"
382,523,6.0,125.0,0.0,4.8,20.4,"RES, CHAMBARETE"
383,524,6.0,105.0,2.6,3.8,17.0,"RES, CORAZON"
384,525,6.0,95.0,0.0,3.0,17.0,"RES, CUETE"
385,526,6.0,94.0,0.0,4.0,14.6,"RES, ESTOMAGO E INTESTINOS CRUDOS"
386,527,6.0,105.0,0.0,1.7,22.4,"RES, FALDA"
387,528,6.0,119.0,0.0,2.5,24.0,"RES, FILETE"
388,529,6.0,136.0,5.2,3.9,20.0,"RES, HIGADO"
389,530,6.0,219.0,3.7,16.1,14.9,"RES, LENGUA"
390,531,6.0,79.0,1.1,2.9,12.1,"RES, PATAS"
391,532,6.0,149.0,0.0,7.3,20.7,"RES, PESCUEZO"
392,533,6.0,103.0,2.2,3.1,16.6,"RES, RIÑONES"
393,534,6.0,146.0,0.0,11.9,9.8,"RES, SESOS"
394,535,6.0,215.0,0.0,19.0,11.0,"RES, TRIPAS"
395,536,6.0,230.0,0.0,18.7,15.4,"RES, UBRE"
396,537,6.0,130.08,1.09,7.99,13.59,"RES, VISCERAS PROMEDIO (SESOS, ESTOMAGO E INTESTINO, HIGADO, TRIPAS, CORAZON, PESCUEZO. PONDERADO ENSANUT 2016)"
397,538,6.0,151.0,0.0,8.0,19.7,"TERNERA, CARNE EN CANAL"
398,539,6.0,138.0,0.0,2.2,29.5,"VENADO, CARNE ASADA"
399,540,6.0,120.0,0.0,4.0,21.0,"VENADO, CARNE MAGRA CRUDA"
400,541,7.0,165.0,0.0,5.4,29.0,ARMADILLO (PROMEDIO)
401,542,7.0,192.0,0.0,12.05,19.63,CODORNIZ (PROMEDIO)
402,543,7.0,154.0,0.0,8.0,20.4,CONEJO DE CRIANZA (PROMEDIO)
403,544,7.0,171.0,0.0,10.9,18.1,GALLINA (PROMEDIO)
404,545,7.0,366.0,0.0,33.6,15.9,GANSO DE CRIANZA (PROMEDIO)
405,546,7.0,135.0,0.0,5.0,21.0,LIEBRE (PROMEDIO)
406,547,7.0,252.0,0.0,19.8,18.5,PALOMA (PROMEDIO)
407,548,7.0,332.0,0.0,28.4,19.1,PATO (DE CRIANZA)
408,549,7.0,154.0,0.0,8.0,20.4,PAVO O GUAJOLOTE (PROMEDIO)
409,550,7.0,197.0,0.0,12.32,20.22,"PAVO, ALA"
410,551,7.0,157.0,0.0,7.02,21.89,"PAVO, PECHUGA CON PIEL"
411,552,7.0,166.0,0.15,8.97,19.81,"PAVO, PIERNA O MUSLO CON PIEL"
412,553,7.0,349.0,0.0,32.35,13.33,PIEL DE POLLO
413,554,7.0,210.0,0.0,15.1,18.6,"POLLO, PROMEDIO"
414,555,7.0,223.0,0.0,13.39,23.97,"POLLO, ASADO O FRITO CON PIEL"
415,556,7.0,111.0,0.0,2.7,20.33,"POLLO, ASADO O FRITO SIN PIEL"
416,557,7.0,285.0,0.0,18.87,26.88,"POLLO, COCIDO (CON PIEL)"
417,558,7.0,237.0,0.0,11.89,30.42,"POLLO, COCIDO (SIN PIEL)"
418,559,7.0,300.0,0.0,20.97,25.95,"POLLO, ROSTIZADO (PROMEDIO)"
419,560,7.0,254.0,0.0,16.87,23.79,"POLLO, ROSTIZADO (ALA)"
420,561,7.0,197.0,0.0,7.78,29.8,"POLLO, ROSTIZADO (PECHUGA)"
421,562,7.0,184.0,0.0,8.99,24.03,"POLLO, ROSTIZADO (PIERNA O MUSLO)"
422,563,7.0,191.0,0.0,12.85,17.52,"POLLO, ALA"
423,564,7.0,215.0,0.0,15.06,18.6,"POLLO, CADERA"
424,565,7.0,153.0,0.71,9.33,15.55,"POLLO, CORAZÓN"
425,566,7.0,120.0,3.4,3.9,18.0,"POLLO, HIGADO"
426,567,7.0,319.0,0.0,28.74,14.05,"POLLO, HUACAL"
427,568,7.0,94.0,0.0,2.06,17.66,"POLLO, MOLLEJAS"
428,569,7.0,214.0,0.17,15.95,16.37,"POLLO, PATA"
429,570,7.0,181.0,0.0,11.1,20.2,"POLLO, PECHUGA CON PIEL"
430,571,7.0,120.0,0.0,2.62,22.5,"POLLO, PECHUGA EN BISTEC (SIN HUESO Y SIN PIEL)"
431,572,7.0,120.0,0.0,2.62,22.5,"POLLO, PECHUGA SIN PIEL"
432,573,7.0,297.0,0.0,26.24,14.07,"POLLO, PESCUEZO"
433,574,7.0,237.0,0.0,18.34,16.69,"POLLO, PIERNA O MUSLO CON PIEL"
434,575,7.0,113.0,0.0,3.61,18.74,"POLLO, PIERNA O MUSLO SIN PIEL"
435,576,7.0,106.5,0.37,3.44,17.29,"POLLO, PROMEDIO DE HIGADO Y MOLLEJA"
436,577,8.0,105.0,6.01,0.76,17.1,ABULON
437,578,8.0,68.0,1.3,0.7,14.0,ALMEJAS SIN CONCHA
438,579,8.0,131.0,0.0,4.84,20.35,ANCHOAS
439,580,8.0,184.0,0.0,11.66,18.44,ANGUILA
440,581,8.0,200.0,0.0,10.04,25.54,ATUN AHUMADO
441,582,8.0,99.97,0.68,1.27,29.37,ATUN DRENADO EN AGUA (INDUSTRIALIZADO)
442,583,8.0,127.54,0.0,6.07,15.69,ATUN DRENADO PROMEDIO (INDUSTRIALIZADO)
443,584,8.0,161.8,0.0,4.0,9.96,"ATUN EN ACEITE, DRENADO"
444,585,8.0,92.0,0.0,0.36,22.12,ATUN EN AGUA (LIGHT) INDUSTRIALIZADO
445,586,8.0,144.0,0.0,4.9,23.33,ATUN FRESCO
446,587,8.0,185.51,0.14,9.68,24.0,ATUN Y SARDINA (PROMEDIO)
447,588,8.0,190.0,0.3,10.3,24.0,BOQUERON FRITO
448,589,8.0,82.0,1.5,1.1,16.4,CALAMAR FRESCO
449,590,8.0,80.0,2.1,1.8,13.9,CALLO DE HACHA
450,591,8.0,113.0,2.5,1.46,23.2,CAMARON COCIDO
451,592,8.0,90.0,1.5,1.5,18.1,CAMARON CRUDO
452,593,8.0,372.0,5.0,2.2,83.0,CAMARON SECO SALADO
453,594,8.0,93.0,0.5,1.9,17.3,CANGREJO
454,595,8.0,87.0,0.04,1.08,18.06,CANGREJO DE RIO
455,596,8.0,124.0,1.5,3.8,20.9,HUEVA DE PESCADO (PROMEDIO)
456,597,8.0,83.0,0.0,1.3,17.3,JAIBA COCIDA
457,598,8.0,97.0,1.1,1.08,17.4,JAIBA CRUDA
458,599,8.0,92.0,0.5,0.9,16.2,LANGOSTA CRUDA
459,600,8.0,68.0,0.0,1.12,14.6,LANGOSTINO CRUDO
460,601,8.0,136.75,1.61,2.76,25.07,MARISCOS PRECOCIDOS (COMBINACION VARIOS TIPOS)
461,602,8.0,86.0,3.69,2.24,11.9,MEJILLONES FRESCOS
462,603,8.0,180.9,6.83,8.72,17.01,"MEJILLONES Y OSTIONES, INDUSTRIALIZADOS"
463,604,8.0,277.0,21.66,16.23,11.01,NUGGETS DE PESCADO PARA PREPARAR
464,605,8.0,78.0,4.9,0.56,9.4,OSTIONES SIN CONCHA
465,606,8.0,68.0,3.91,2.47,7.06,OSTRAS ENLATADAS
466,607,8.0,51.0,2.72,1.71,5.71,OSTRAS FRESCAS
467,608,8.0,129.2,0.24,4.02,22.36,"PESCADO FRESCO, PROMEDIO"
468,609,8.0,112.64,0.06,3.65,19.03,"PESCADO FRESCO, PROMEDIO"
469,610,8.0,119.0,0.0,5.94,15.23,"PESCADO FRESCO, BASSA"
470,611,8.0,205.0,0.0,13.89,18.6,"PESCADO FRESCO, CABALLA"
471,612,8.0,96.0,0.0,1.7,20.08,"PESCADO FRESCO, TILAPIA"
472,613,8.0,103.0,0.0,1.93,15.91,"PESCADO FRESCO, BAGRE"
473,614,8.0,162.0,0.0,1.32,23.3,"PESCADO FRESCO, BONITO"
474,615,8.0,114.0,0.0,2.16,17.7,"PESCADO FRESCO, BOQUERON CRUDO"
475,616,8.0,147.0,0.0,0.22,33.2,"PESCADO FRESCO, BOQUILLA"
476,617,8.0,81.0,0.0,0.1,20.1,"PESCADO FRESCO, CABRILLA"
477,618,8.0,122.0,0.0,1.02,19.6,"PESCADO FRESCO, CARPA"
478,619,8.0,106.0,0.0,0.17,21.15,"PESCADO FRESCO, CAZON"
479,620,8.0,282.0,3.4,6.9,51.6,"PESCADO FRESCO, CHARALES"
480,621,8.0,90.0,0.0,2.98,15.1,"PESCADO FRESCO, CHERNA"
481,622,8.0,97.46,0.0,0.78,19.62,"PESCADO FRESCO, FILETE (TODOS LOS TIPOS)"
482,623,8.0,91.0,0.0,0.63,19.2,"PESCADO FRESCO, GUACHINANGO"
483,624,8.0,87.0,0.0,1.75,17.83,"PESCADO FRESCO, GURRUBATA"
484,625,8.0,83.0,0.0,0.2,20.3,"PESCADO FRESCO, ISABELITA"
485,626,8.0,145.0,0.0,1.36,19.9,"PESCADO FRESCO, JOROBADO"
486,627,8.0,76.0,0.0,1.0,16.7,"PESCADO FRESCO, LENGUADO"
487,628,8.0,112.0,0.0,9.36,19.6,"PESCADO FRESCO, LISA"
488,629,8.0,87.0,0.0,2.98,15.1,"PESCADO FRESCO, MERO"
489,630,8.0,91.0,0.0,2.7,16.8,"PESCADO FRESCO, MOJARRA"
490,631,8.0,194.0,0.0,4.0,15.0,"PESCADO FRESCO, PAMPANO"
491,632,8.0,103.0,0.0,2.59,21.1,"PESCADO FRESCO, PARGO"
492,633,8.0,89.0,0.0,1.0,20.0,"PESCADO FRESCO, ROBALO"
493,634,8.0,88.0,0.0,1.59,18.47,"PESCADO FRESCO, SARGO"
494,635,8.0,203.0,0.0,2.75,19.4,"PESCADO FRESCO, SIERRA"
495,636,8.0,163.0,0.0,1.67,18.3,"PESCADO FRESCO, TRUCHA"
496,637,8.0,304.0,1.25,3.13,65.56,"PESCADO SECO, PROMEDIO"
497,638,8.0,290.0,0.0,2.37,62.82,"PESCADO SECO, BACALAO"
498,639,8.0,318.0,2.5,3.9,68.3,"PESCADO SECO, CHARALES"
499,640,8.0,59.0,0.0,0.32,12.6,PULPO CRUDO
500,641,8.0,156.0,0.0,5.57,26.48,SALMON COCIDO
501,642,8.0,302.0,0.0,23.9,21.7,SALMON EN ACEITE (INDUSTRIALIZADO)
502,643,8.0,131.0,0.0,4.69,22.25,SALMON FRESCO
503,644,8.0,290.0,0.6,23.6,18.8,SARDINAS EN ACEITE (INDUSTRIALIZADO)
504,645,8.0,121.29,1.7,15.4,12.23,SARDINAS EN TOMATE (INDUSTRIALIZADO)
505,646,8.0,99.0,6.85,0.9,15.18,SURIMI
506,647,8.0,89.0,0.0,0.5,19.8,"TORTUGA, CARNE FRESCA"
507,648,9.0,209.0,4.68,16.05,11.42,BOLONIA DE PAVO (EMBUTIDO)
508,649,9.0,455.0,1.86,38.27,24.1,CHORIZO DE CERDO
509,650,9.0,256.46,4.06,20.31,14.42,CHORIZO DE PAVO
510,651,9.0,263.64,4.16,19.97,16.1,CHORIZO Y LONGANIZA PROMEDIO
511,652,9.0,179.23,4.52,12.1,14.78,"EMBUTIDO PROMEDIO (SALCHICHA, JAMON Y MORTADELA, DE CERDO Y RES)"
512,653,9.0,298.0,0.6,26.0,15.4,JAMON DE CERDO
513,654,9.0,123.0,0.4,5.1,18.9,JAMON DE PAVO
514,655,9.0,250.0,6.0,20.0,12.0,"JAMON ENDIABLADO, INDUSTRIALIZADO"
515,656,9.0,210.5,0.5,15.55,17.15,"JAMON PAVO Y CERDO, PROMEDIO"
516,657,9.0,264.42,0.82,11.07,29.95,JAMON SERRANO
517,658,9.0,413.0,1.02,40.29,11.69,LONGANIZA DE CERDO
518,659,9.0,156.55,2.52,11.1,11.42,LONGANIZA DE POLLO
519,660,9.0,176.0,1.28,12.9,13.8,MORONGA
520,661,9.0,307.0,3.1,25.4,16.4,MORTADELA
521,662,9.0,209.0,4.68,16.05,11.42,PASTEL DE PAVO
522,663,9.0,320.0,1.5,28.0,14.2,"PATE (HIGADO NO ESPECIFICADO), INDUSTRIALIZADO"
523,664,9.0,158.0,4.65,8.75,15.05,PECHUGA DE PAVO AHUMADA EMBUTIDO
524,665,9.0,155.0,0.47,8.08,18.79,PECHUGA DE PAVO EMBUTIDO
525,666,9.0,339.03,10.3,24.94,19.09,PEPPERONI
526,667,9.0,157.0,0.0,10.9,13.83,QUESO DE PUERCO
527,668,9.0,321.43,0.71,24.29,25.0,SALAMI (CERDO Y RES)
528,669,9.0,269.0,0.28,23.68,15.27,SALCHICHA DE CERDO
529,670,9.0,165.09,9.72,9.99,9.74,SALCHICHA DE PAVO
530,671,9.0,342.0,3.63,30.64,12.05,SALCHICHA DE PAVO Y PUERCO
531,672,9.0,327.0,4.61,28.22,12.9,SALCHICHA DE RES
532,673,9.0,532.0,0.0,57.5,3.7,TOCINO DE PUERCO
533,674,10.0,21.45,2.5,1.07,0.43,ALIMENTO LIQUIDO DE ALMENDRAS
534,675,10.0,35.5,75.0,2.25,3.1,"BEBIDAS DE SOYA (TIPO ADES-ALMENDRA), SIN AZÚCAR AÑADIDO, INDUSTRIALIZADA 946mL"
535,676,10.0,22.9,4.3,0.4,0.6,"BEBIDAS DE SOYA (TIPO ADES-CON JUGO DE FRUTA, VARIOS SABORES), ENDULZADA, INDUSTRIALIZADA 946mL"
536,677,10.0,48.25,3.82,2.24,3.24,"BEBIDAS DE SOYA (TIPO ADES-FRAPPÉ DE COCO), ENDULZADA, INDUSTRIALIZADA 946mL"
537,678,10.0,52.0,0.73,0.17,10.9,CLARA DE HUEVO
538,679,10.0,55.0,10.4,0.9,1.4,CLUB CHAMBURSY LIGHT YOGURT DE FRESA
539,680,10.0,326.58,2.97,33.48,3.25,CREMA ACIDA DE LECHE DE VACA (TIPO ALPURA Y LALA)
540,681,10.0,169.54,5.86,14.82,3.52,"CREMA DE LECHE DE VACA, REDUCIDA EN GRASA O LIGHT"
541,682,10.0,574.73,50.0,41.25,0.87,"CREMA DE LECHE, EN POLVO"
542,683,10.0,219.47,3.85,21.77,2.2,CREMA DULCE DE LECHE DE VACA (TIPO MEDIACREMA)
543,684,10.0,206.84,4.19,19.97,2.59,CREMA PROMEDIO
544,685,10.0,203.98,12.94,2.35,3.26,DANONINO
545,686,10.0,72.11,14.11,1.44,0.67,"DANONINO O SIMILAR, DANONINO BEBIBLE 170g"
546,687,10.0,65.79,10.25,1.4,3.07,FERMENTADO LACTEO TIPO ACTIMEL Y SVELTY GASTROPROTECT
547,688,10.0,23.88,5.52,1.0,2.2,"FORMULA LACTEA LIGHT, FLUIDA"
548,689,10.0,158.0,0.41,11.09,13.05,HUEVO DE CODORNIZ
549,690,10.0,158.44,0.41,11.09,13.05,HUEVO DE CODORNIZ
550,691,10.0,143.0,0.72,9.51,12.56,HUEVO DE GALLINA (ENTERO)
551,692,10.0,185.0,1.35,13.27,13.87,HUEVO DE GANSA
552,693,10.0,218.0,4.3,15.2,14.9,HUEVO DE IGUANA
553,694,10.0,189.0,1.4,14.05,13.0,HUEVO DE PATA
554,695,10.0,171.0,1.15,11.95,13.39,HUEVO DE PAVA
555,696,10.0,115.0,0.9,6.3,12.6,HUEVO DE TORTUGA
556,697,10.0,590.0,4.03,41.86,46.13,HUEVO DESHIDRATADO
557,698,10.0,155.0,1.12,10.61,12.58,HUEVO DURO
558,699,10.0,196.0,0.83,14.84,13.61,"HUEVO ENTERO COCINADO, FRITO"
559,700,10.0,322.0,3.59,26.54,15.86,"HUEVO, YEMA"
560,701,10.0,172.9,5.83,11.66,11.16,JOCOQUE
